"","X","original_title","id","release_date","Actor","Director","actorMovieCount","directorMovieCount","runtime","ProductionBudget","DomesticGross","quarter","animation","comedy","family","adventure","fantasy","romance","drama","action","crime","thriller","horror","history","mystery","war","music","documentary","western","holidays","success_1_to_1"
"571",809,"he s just not that into you",10184,2009-02-06,"benaffleck","kenkwapis",4,0,129,4e+07,93953653,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"572",1201,"my life in ruins",23049,2009-02-06,"niavardalos","donaldpetrie",0,0,95,1.7e+07,8677425,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"573",1218,"next day air",18065,2009-02-06,"donaldfaison","bennyboom",0,1,84,3e+06,10027047,"Q2",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1
"574",1370,"push",13455,2009-02-06,"dakotafanning","paulmcguigan",0,1,111,3.8e+07,31811527,"Q1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"575",1981,"the open road",24663,2009-02-07,"justintimberlake","michaelmeredith",0,0,90,1e+07,19716,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"576",1085,"madea goes to jail",15670,2009-02-16,"tylerperry","tylerperry",2,2,103,17500000,90508336,"Q1",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
"577",478,"dead like me life after death",14849,2009-02-17,"ellenmuth","stephenherek",0,0,87,5e+06,34513500.7541806,"Q1",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"578",1621,"street fighter the legend of chun li",15268,2009-02-27,"kristinkreuk","andrzejbartkowiak",0,0,97,5e+07,8742261,"Q1",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"579",2306,"wonder woman",15359,2009-03-03,"kerirussell","laurenmontgomery",0,0,74,1.5e+08,412563408,"Q2",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"580",1167,"monsters vs aliens",15512,2009-03-19,"sethrogen","conradvernon",3,1,94,1.75e+08,198351526,"Q1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"581",1736,"the city of your final destination",42819,2009-03-21,"nicholasblandullo","jamesivory",0,0,114,8300000,493296,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"582",1102,"margaret",43721,2009-03-26,"lindsayduncan","jameskent",0,1,113,1.4e+07,47185,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"583",536,"dragonball evolution",14164,2009-04-01,"chowyunfat","jameswong",0,0,85,3e+07,9362785,"Q2",0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"584",1245,"observe and report",16991,2009-04-10,"sethrogen","jodyhill",2,0,86,1.8e+07,24007324,"Q2",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1
"585",1778,"the exploding girl",44770,2009-04-22,"zoekazan","bradleyrustgray",0,0,80,40000,25572,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"586",527,"don mckay",35689,2009-04-24,"thomashadenchurch","jakegoldberger",0,0,87,6e+06,13722,"Q2",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"587",1768,"the eclipse",39563,2009-04-24,"ciaránhinds","conormcpherson",0,0,88,3e+06,133411,"Q1",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
"588",1821,"the good guy",39037,2009-04-25,"alexisbledel","juliodepietro",0,0,90,1e+07,100688,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"589",1763,"the devil s tomb",17577,2009-05-26,"cubagoodingjr","jasonconnery",0,0,90,1e+07,34513500.7541806,"Q2",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"590",899,"into the storm",36465,2009-05-31,"brendangleeson","thaddeusosullivan",0,0,100,5e+07,47602194,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"591",173,"away we go",19255,2009-06-05,"johnkrasinski","sammendes",0,0,98,2.1e+07,9451946,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
"592",1467,"saint john of las vegas",27023,2009-06-10,"stevebuscemi","huerhodes",0,0,84,2e+06,102645,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"593",2264,"whatever works",19265,2009-06-19,"larrydavid","woodyallen",0,3,92,1.5e+07,5306706,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"594",867,"ice age dawn of the dinosaurs",8355,2009-06-29,"rayromano","carlossaldanha",1,1,94,9e+07,196573705,"Q3",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"595",411,"coco",18955,2009-07-21,"gadelmaleh","gadelmaleh",0,0,95,1.75e+08,209726015,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"596",295,"bran nue dae",38415,2009-08-09,"rockymckenzie","rachelperkins",0,0,82,6750000,113568,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"597",1823,"the goods live hard sell hard",19905,2009-08-14,"jeremypiven","nealbrennan",0,0,90,1e+07,15122676,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"598",2038,"the revenant",79896,2009-08-16,"chriswylde","dkerryprior",0,0,110,1.35e+08,183637894,"Q4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"599",881,"inglourious basterds",16869,2009-08-18,"bradpitt","quentintarantino",1,1,153,7e+07,120774594,"Q3",0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
"600",1524,"shorts",25132,2009-08-21,"jimmybennett","robertrodriguez",0,3,89,2e+07,20919166,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"601",1785,"the final destination",19912,2009-08-26,"bobbycampo","davidrellis",0,0,82,4e+07,66477700,"Q3",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"602",535,"down terrace",42151,2009-09-01,"roberthill","benwheatley",0,1,89,30000,9812,"Q4",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"603",1913,"the last station",36811,2009-09-04,"jamesmcavoy","michaelhoffman",2,1,112,1.8e+07,6617867,"Q1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"604",336,"capitalism a love story",22074,2009-09-06,"michaelmoore","michaelmoore",0,0,120,2e+07,14363397,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"605",1569,"soul kitchen",31175,2009-09-09,"adambousdoukos","fatihakin",0,0,99,4900000,276901,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"606",863,"i can do bad all by myself",26367,2009-09-11,"tylerperry","tylerperry",1,1,113,1.9e+07,51733921,"Q3",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"607",1887,"the joneses",41479,2009-09-13,"davidduchovny","derrickborte",0,0,96,1e+07,1475746,"Q2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"608",2275,"whip it",22798,2009-09-13,"ellenpage","drewbarrymore",1,0,111,1.5e+07,13077184,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"609",1664,"tanner hall",71866,2009-09-14,"rooneymara","francescagregorini",0,0,96,3e+06,5073,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"610",63,"ajami",24424,2009-09-17,"fouadhabash","scandarcopti",0,0,120,1e+06,621859,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"611",6,"16 to life",91122,2009-09-19,"halleehirsh","beckysmith",0,0,118,1e+06,11574,"Q3",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"612",701,"gentlemen broncos",22820,2009-09-30,"michaelangarano","jaredhess",0,0,89,9500000,115155,"Q4",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"613",149,"a shine of rainbows",37206,2009-10-01,"connienielsen","vicsarin",0,0,101,6e+06,34513500.7541806,"Q1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"614",1101,"mao s last dancer",33870,2009-10-01,"chicao","bruceberesford",0,1,117,1.8e+07,4806750,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"615",1133,"meteor",65990,2009-10-09,"billycampbell","erniebarbarash",0,2,188,1.6e+07,8400000,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"616",1957,"the mighty macs",48620,2009-10-21,"carlagugino","timchambers",0,0,102,7e+06,1891936,"Q4",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
"617",54,"after",39172,2009-10-23,"tristánulloa","albertorodríguez",0,0,102.936454849498,1.4e+07,12138565,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"618",1136,"michael jackson s this is it",13576,2009-10-28,"michaeljackson","kennyortega",0,0,111,6e+07,72091016,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1
"619",121,"an education",24684,2009-10-29,"careymulligan","lonescherfig",0,1,100,7500000,12574914,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"620",207,"beauty and the beast",30844,2009-11-04,"estellawarren","davidlister",0,0,90,2e+07,206333165,"Q4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"621",2153,"to save a life",41144,2009-11-05,"randywayne","brianbaugh",0,0,120,5e+05,3777210,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
"622",1177,"mother and child",37080,2009-11-07,"naomiwatts","rodrigogarcía",0,0,125,7e+06,1110509,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"623",1849,"the horse boy",30979,2009-11-25,"simonbaroncohen","micheloscott",0,0,93,160000,156612,"Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"624",903,"invictus",22954,2009-12-10,"morganfreeman","clinteastwood",2,4,134,6e+07,37491364,"Q4",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0
"625",18,"3 backyards",68412,2010-01-01,"ediefalco","ericmendelsohn",0,0,88,3e+05,39475,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"626",30,"8 the mormon proposition",40428,2010-01-01,"rockymayoranderson","reedcowan",0,0,80,2500000,100280,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"627",2073,"the spy next door",23172,2010-01-15,"ambervalletta","brianlevant",0,0,94,2.8e+07,24307106,"Q1",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"628",266,"blood done sign my name",41894,2010-02-01,"nataliealynlind","jebstuart",0,0,102.936454849498,1e+07,109383,"Q1",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
"629",709,"get out",130627,2010-02-01,"jacquesbriere","charlotteboisson",0,0,7,5e+06,176040665,"Q1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"630",864,"icarus",35402,2010-02-09,"samanthaferris","dolphlundgren",0,0,88,6e+06,34513500.7541806,"Q1",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1
"631",2220,"valentine s day",32856,2010-02-10,"jessicaalba","garrymarshall",2,0,125,5.2e+07,110485654,"Q1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
"632",1150,"mine vaganti",40794,2010-02-12,"nicolegrimaudo","ferzanozpetek",0,0,110,9100000,34513500.7541806,"Q2",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"633",1897,"the killer inside me",37414,2010-02-19,"caseyaffleck","michaelwinterbottom",2,1,109,1.3e+07,217277,"Q2",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"634",1280,"our family wedding",34563,2010-03-12,"forestwhitaker","rickfamuyiwa",1,1,103,1.4e+07,20255281,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"635",433,"contagion",49830,2010-03-29,"vinniebilancio","johnlechago",0,0,90,6e+07,75658097,"Q3",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"636",2285,"why did i get married too ",35688,2010-04-02,"tylerperry","tylerperry",0,0,121,2e+07,60095852,"Q2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"637",953,"joy",58396,2010-04-08,"samiramaas","mijkedejong",0,0,102.936454849498,6e+07,56451232,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"638",1024,"letters to god",35691,2010-04-09,"robynlively","davidnixon",0,0,110,3e+06,2848587,"Q2",0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"639",613,"fat sick nearly dead",72914,2010-04-16,"joecross","joecross",0,0,97,2600000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"640",2224,"vampires",65997,2010-04-17,"carloferrante","vincentlannoo",0,0,88,2e+07,20268825,"Q4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"641",1200,"my girlfriend s boyfriend",46198,2010-04-22,"alyssamilano","daryntufts",0,0,84,1400000,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"642",1362,"princess kaiulani",39806,2010-05-14,"qoriankakilcher","marcforby",0,0,130,9e+06,883887,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"643",2320,"you will meet a tall dark stranger",38031,2010-05-23,"gemmajones","woodyallen",0,2,98,1.5e+07,3247816,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"644",1209,"nannerl la soeur de mozart",62116,2010-06-09,"marieféret","renéféret",0,0,120,4500000,707885,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"645",910,"i spit on your grave",43947,2010-06-17,"sarahbutler","stevenrmonroe",0,0,108,1750000,93051,"Q4",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0
"646",2219,"vacation ",112963,2010-06-20,"triestekellydunn","zachclark",0,0,90,3.1e+07,58884188,"Q3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1
"647",762,"grown ups",38365,2010-06-24,"adamsandler","dennisdugan",3,1,102,7.5e+07,162001186,"Q2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"648",1072,"love ranch",39845,2010-06-30,"helenmirren","taylorhackford",3,1,117,2.5e+07,137885,"Q2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"649",1016,"legend of the guardians the owls of ga hoole",41216,2010-07-10,"emilybarclay","zacksnyder",0,1,97,1e+08,55675313,"Q3",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"650",2069,"the sorcerer s apprentice",27022,2010-07-13,"nicolascage","jonturteltaub",3,0,109,1.6e+08,63150991,"Q3",0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"651",110,"amigo",72913,2010-07-14,"chriscooper","johnsayles",0,0,128,1500000,184705,"Q3",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"652",1593,"standing ovation",55567,2010-07-16,"kaylajackson","stewartraffill",0,0,105,5600000,531806,"Q3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"653",515,"dinner for schmucks",38778,2010-07-30,"stevecarell","jayroach",2,1,114,6.9e+07,73026337,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"654",1605,"step up 3d",41233,2010-08-04,"rickmalambri","jonmchu",0,1,107,3e+07,42400223,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"655",1066,"lottery ticket",41382,2010-08-20,"shadmoss","erikwhite",0,0,99,1.7e+07,24719879,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"656",1491,"secretariat",39486,2010-08-20,"dianelane","randallwallace",0,1,123,3.5e+07,59699513,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"657",2104,"the virginity hit",42889,2010-09-10,"mattbennett","huckbotko",0,0,120,2e+06,636706,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658",888,"insidious",49018,2010-09-13,"patrickwilson","jameswan",3,2,103,1500000,54009150,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"659",350,"casino jack",45324,2010-09-16,"kevinspacey","georgehickenlooper",0,0,108,12500000,2039869,"Q4",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"660",664,"freakonomics",43942,2010-10-01,"zoesloane","heidiewing",0,0,93,2900000,101270,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"661",1611,"stone",44113,2010-10-07,"francesconroy","johncurran",0,0,105,2.2e+07,1810078,"Q4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"662",806,"hereafter",44603,2010-10-15,"mattdamon","clinteastwood",1,3,129,5e+07,32746941,"Q4",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"663",1542,"skyline",42684,2010-11-11,"ericbalfour","colinstrause",0,0,100,1e+07,21416355,"Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"664",2141,"tiny furniture",47607,2010-11-12,"lenadunham","lenadunham",0,0,99,50000,391674,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"665",81,"all good things",46503,2010-12-03,"ryangosling","andrewjarecki",2,0,101,2e+07,582024,"Q4",0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,4,0
"666",2314,"yogi bear",41515,2010-12-11,"danaykroyd","ericbrevig",0,0,80,8e+07,100246011,"Q4",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"667",851,"how do you know",42888,2010-12-17,"reesewitherspoon","jameslbrooks",0,0,121,1.2e+08,30212620,"Q4",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0
"668",1909,"the last godfather",70829,2010-12-29,"harveykeitel","shimhyungrae",0,0,100,13400000,164247,"Q2",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0
"669",1531,"silent house",92182,2011-01-21,"elizabetholsen","chriskentis",0,0,85,2e+06,12739737,"Q1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
"670",78,"a little bit of heaven",45156,2011-02-03,"katehudson","nicolekassell",0,0,106,12500000,10011,"Q1",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0
"671",359,"cedar rapids",52067,2011-02-11,"anneheche","miguelarteta",0,0,87,1e+07,6861102,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"672",960,"justin bieber never say never",54518,2011-02-11,"justinbieber","jonmchu",0,0,105,1.3e+07,73013910,"Q1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1
"673",1171,"mooz lum",66025,2011-02-11,"nialong","qasimbasir",0,0,95,1500000,362239,"Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"674",1259,"one day",51828,2011-03-02,"annehathaway","lonescherfig",0,0,107,1.5e+07,13843771,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"675",1390,"rango",44896,2011-03-02,"johnnydepp","goreverbinski",1,1,107,1.35e+08,123477607,"Q1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"676",37,"absentia",74777,2011-03-03,"katieparker","mikeflanagan",0,1,92,70000,34513500.7541806,"Q2",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"677",1764,"the divide",38541,2011-03-13,"laurengerman","xaviergens",0,0,112,3e+06,18000,"Q1",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"678",1795,"the fp",85860,2011-03-13,"jasontrost","brandontrost",1,0,82,60000,34513500.7541806,"Q1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"679",498,"detention",68684,2011-03-16,"shanleycaswell","josephkahn",0,0,93,1e+07,34513500.7541806,"Q2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"680",507,"diary of a wimpy kid rodrick rules",60307,2011-03-25,"zacharygordon","davidbowers",0,0,99,1.8e+07,52698535,"Q1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"681",1426,"rio",46195,2011-04-03,"jesseeisenberg","carlossaldanha",2,0,96,9e+07,143619809,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"682",1486,"scream 4",41446,2011-04-11,"davidarquette","wescraven",0,0,111,4e+07,38180928,"Q2",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
"683",549,"dum maaro dum",63006,2011-04-22,"abhishekbachchan","rohansippy",0,0,130,5200000,564489,"Q2",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0
"684",836,"hoodwinked too hood vs evil",57089,2011-04-29,"haydenpanettiere","mikedisa",0,0,86,3e+07,10143779,"Q2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"685",651,"forget me not",65186,2011-05-06,"tobiasmenzies","alexanderholt",0,0,93,1300000,34513500.7541806,"Q2",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1
"686",736,"go for it ",61038,2011-05-13,"aimeegarcia","carmenmarron",0,0,105,2450000,180237,"Q2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"687",1017,"le havre",73532,2011-05-17,"andréwilms","akikaurismäki",0,0,93,5500000,611709,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"688",1487,"screwed",75657,2011-06-03,"jamesdarcy","regtraviss",0,0,110,1.2e+07,6982680,"Q2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"689",164,"august",86549,2011-06-09,"murraybartlett","eldarrapaport",0,0,100,3400000,12636,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"690",346,"cars 2",49013,2011-06-11,"owenwilson","johnlasseter",3,0,106,2e+08,191450875,"Q2",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"691",1755,"the dark knight",72003,2011-07-11,"kylewalsh","drewmaxwell",0,0,86,1.85e+08,535234033,"Q3",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
"692",476,"daylight",140781,2011-07-17,"alexandrameierhans","davidbarker",0,0,74,8e+07,32908290,"Q4",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"693",2065,"the smurfs",41513,2011-07-29,"hankazaria","rajagosnell",1,1,103,1.1e+08,142614158,"Q3",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"694",15,"30 minutes or less",62206,2011-08-11,"jesseeisenberg","rubenfleischer",1,1,83,2.8e+07,37053924,"Q3",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"695",1592,"spy kids all the time in the world",56288,2011-08-18,"jessicaalba","robertrodriguez",1,2,89,2.7e+07,38536376,"Q3",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"696",757,"griff the invisible",66942,2011-08-19,"ryankwanten","leonford",0,0,93,2900000,20778,"Q3",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"697",815,"higher ground",50875,2011-08-26,"verafarmiga","verafarmiga",1,0,109,1800000,841056,"Q3",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"698",1400,"redemption road",74457,2011-08-26,"michaelclarkeduncan","mariovanpeebles",0,1,91,2300000,29384,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"699",1498,"serbuan maut",94329,2011-09-08,"ikouwais","garethevans",0,0,101,1100000,4105123,"Q1",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"700",969,"kevin hart laugh at my pain",74510,2011-09-09,"kevinhart","timstory",4,4,89,750000,7706436,"Q3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"701",2318,"you re next",83899,2011-09-10,"sharnivinson","adamwingard",0,0,95,1e+06,18494006,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
"702",1321,"pink ribbons inc ",89750,2011-09-11,"samanthaking","léapool",0,0,97,1200000,26608,"Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"703",1372,"q",86331,2011-09-14,"déborahrévy","laurentbouhnik",0,0,103,1200000,255000,"Q4",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"704",2292,"winnie mandela",75033,2011-09-16,"eliaskoteas","darrelljamesroodt",0,0,107,1.5e+07,61847,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"705",2254,"weekend",79120,2011-09-22,"tomcullen","andrewhaigh",0,0,96,190000,484592,"Q3",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
"706",525,"dolphin tale",62837,2011-09-23,"morganfreeman","charlesmartinsmith",1,0,113,3.7e+07,72286779,"Q3",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"707",48,"a dangerous method",48231,2011-09-30,"keiraknightley","davidcronenberg",0,0,99,2e+07,5702083,"Q4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"708",441,"courageous",72213,2011-09-30,"alexkendrick","alexkendrick",0,1,129,2e+06,34522221,"Q3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"709",130,"anonymous",61891,2011-10-21,"jamiecampbellbower","rolandemmerich",0,2,130,27500000,4463292,"Q4",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"710",230,"below zero",107315,2011-10-22,"edwardfurlong","justinthomasostensen",0,0,102.936454849498,1200000,34513500.7541806,"Q3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"711",83,"all superheroes must die",86304,2011-10-26,"jasontrost","jasontrost",0,0,78,20000,34513500.7541806,"Q1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"712",789,"haywire",70435,2011-11-06,"ginacarano","stevensoderbergh",0,1,93,2.3e+07,18942396,"Q1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
"713",935,"j edgar",88794,2011-11-09,"leonardodicaprio","clinteastwood",0,2,137,3.5e+07,37306030,"Q4",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1
"714",131,"another happy day",60422,2011-11-18,"ellenbarkin","samlevinson",0,0,119,4e+06,9120,"Q4",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
